HostStar,HostStarClass,HostStarRadiusSlrRad,HostStarTempK,DistFromSunParsec,HostStarInnerHabitabilityAU,HostStarOuterHabitabilityAU,HostStarColor,HostStarMetallicity,HostStarLuminosity,HostStarMassSlrMass,RightAscension,Declination,HostStarPlanetList,DistFromSunLY,HabitablePlanets,HabitablePlanetsList,Planets,Coordinates
Kepler-656,G,0.82,5281.0,,0.6544812361679625,0.9428782283424241,#fff4ea,-0.04,1.802640315617463e+26,0.86,19 13 19,+47 22 54,['Kepler-656 b'],,0,[],1,nan
Kepler-657,G,1.01,5808.0,,0.9750471152414564,1.404701381436272,#fff4ea,0.03,4.000975420410784e+26,1.01,19 24 47,+47 18 28,['Kepler-657 b'],,0,[],1,nan
Kepler-658,K,0.6,4103.0,,0.28907151389093866,0.41645080381158944,#ffd2a1,-0.04,3.516618638987341e+25,0.63,18 51 56,+47 34 43,['Kepler-658 b'],,0,[],1,nan
Kepler-659,K,0.74,4870.0,,0.5022739503455851,0.7236008402888087,#ffd2a1,0.02,1.0616857525818784e+26,0.79,19 10 26,+47 30 35,['Kepler-659 b'],,0,[],1,nan
Kepler-66,G,0.966,5962.0,1107.0,0.9826799213156058,1.4156975815880335,#fff4ea,0.012,4.063860996941461e+26,1.038,19 35 56,+46 41 16,['Kepler-66 b'],3608.82,0,[],1,-791.832089225252 3175.367312895923 1525.164059112958
Kepler-660,K,0.71,4779.0,,0.4640699232360106,0.6685622182382646,#ffd2a1,-0.07,9.063199180740089e+25,0.75,19 12 33,+47 43 28,['Kepler-660 b'],,0,[],1,nan
Kepler-661,K,0.67,4483.0,,0.3853570360859569,0.5551645171547254,#ffd2a1,-0.05,6.249442346399323e+25,0.7,18 54 51,+47 51 48,['Kepler-661 b'],,0,[],1,nan
Kepler-662,K,0.74,4897.0,,0.5078587511067165,0.7316465821012597,#ffd2a1,-0.03,1.0854268502671585e+26,0.79,19 21 52,+47 55 45,['Kepler-662 b'],,0,[],1,nan
Kepler-663,G,0.82,5264.0,,0.6502743537817147,0.9368175842903276,#fff4ea,0.03,1.7795407285494065e+26,0.86,19 51 14,+47 56 48,['Kepler-663 b'],,0,[],1,nan
Kepler-664,G,1.02,5754.0,,0.9664756118044692,1.3923528471647355,#fff4ea,0.07,3.930940576970748e+26,1.01,19 15 01,+48 13 34,['Kepler-664 b'],,0,[],1,nan
Kepler-665,K,0.74,4913.0,,0.5111828330586683,0.7364354199296324,#ffd2a1,-0.03,1.0996822141919541e+26,0.79,19 48 06,+48 28 43,['Kepler-665 b'],,0,[],1,nan
Kepler-666,G,1.05,5887.0,,1.0414259215909003,1.5003299921153208,#fff4ea,0.01,4.56427125215746e+26,1.03,19 53 50,+48 47 30,['Kepler-666 b'],,0,[],1,nan
Kepler-667,G,0.87,5327.0,,0.7065382182103687,1.0178741064341847,#fff4ea,0.15,2.1008062335124325e+26,0.91,19 42 13,+49 01 02,['Kepler-667 b'],,0,[],1,nan
Kepler-668,G,0.82,5352.0,,0.6721977810000325,0.9684015642006341,#fff4ea,-0.06,1.9015547262775407e+26,0.87,19 01 59.8,+49 16 38,['Kepler-668 b'],,0,[],1,nan
Kepler-669,F,1.2,6038.0,,1.2520407845141064,1.803752241435012,#f8f7ff,0.14,6.597078195919677e+26,1.15,19 27 45,+49 15 14,['Kepler-669 b'],,0,[],1,nan
Kepler-67,G,0.778,5331.0,1107.0,0.6327730506854673,0.9116043363847164,#fff4ea,0.012,1.6850416076274795e+26,0.865,19 36 37,+46 09 59,['Kepler-67 b'],3608.82,0,[],1,-838.3076856222701 1901.5191849272294 2952.549076666624
Kepler-670,G,0.99,5709.0,,0.9234349193032528,1.3303462843337075,#fff4ea,0.07,3.588618289789716e+26,0.99,19 48 04,+49 13 31,['Kepler-670 b'],,0,[],1,nan
Kepler-671,G,0.95,5624.0,,0.8599342405832371,1.2388640475004051,#fff4ea,0.08,3.112039950994161e+26,0.97,19 37 04,+49 18 51,['Kepler-671 b'],,0,[],1,nan
Kepler-672,G,0.92,5627.0,,0.8336671143544979,1.2010223187027833,#fff4ea,-0.01,2.9248259031590517e+26,0.95,19 26 53,+49 28 51,['Kepler-672 b'],,0,[],1,nan
Kepler-673,G,0.84,5355.0,,0.6893650302643897,0.9931335575373168,#fff4ea,0.0,1.9999225523951623e+26,0.88,19 23 09,+50 03 15,['Kepler-673 b'],,0,[],1,nan
Kepler-674,K,0.57,4192.0,,0.2866608710594702,0.4129779118224935,#ffd2a1,-0.27,3.458211194114076e+25,0.6,19 00 42,+50 08 59,['Kepler-674 b'],,0,[],1,nan
Kepler-675,K,0.75,4945.0,,0.5248616819644408,0.7561418501667379,#ffd2a1,-0.05,1.1593229026607135e+26,0.79,19 35 20,+50 13 49,['Kepler-675 b'],,0,[],1,nan
Kepler-676,K,0.49,3701.0,,0.1920813780395509,0.27672198898155165,#ffd2a1,-0.02,1.552691606978377e+25,0.51,19 44 53,+50 17 14,['Kepler-676 b'],,0,[],1,nan
Kepler-677,G,0.99,5723.0,,0.9279694929385008,1.3368790167012914,#fff4ea,0.06,3.623949005310095e+26,1.0,19 20 24,+50 19 18,['Kepler-677 b'],,0,[],1,nan
Kepler-678,G,0.91,5520.0,,0.7935431742375519,1.1432177744608538,#fff4ea,0.07,2.650060571513939e+26,0.94,19 41 49,+50 29 40,['Kepler-678 b'],,0,[],1,nan
Kepler-679,G,0.84,5403.0,,0.7017787825814575,1.0110174266919625,#fff4ea,-0.09,2.0725983462495483e+26,0.87,19 44 05,+50 34 04,['Kepler-679 b'],,0,[],1,nan
Kepler-68,S-type binary,1.243,5793.0,135.0,1.1937934678782065,1.7198382593674442,,0.12,5.997538938786192e+26,1.079,19 24 07.7644,+49 02 24.957,"['Kepler-68 b', 'Kepler-68 c', 'Kepler-68 d']",440.1,1,['Kepler-68 d'],3,-62.85770379219621 135.25979754654816 -414.2796111924154
Kepler-680,G,1.11,5890.0,,1.102058328414595,1.5876800537622993,#fff4ea,0.13,5.1112113759845284e+26,1.08,19 26 29,+50 37 06,['Kepler-680 b'],,0,[],1,nan
Kepler-681,K,0.76,5021.0,,0.5483338384191583,0.7899570064620981,#ffd2a1,-0.04,1.2653328264733307e+26,0.8,19 17 36,+51 15 01,['Kepler-681 b'],,0,[],1,nan
Kepler-682,G,0.89,5559.0,,0.7871080739518821,1.1339470488521504,#fff4ea,-0.05,2.6072544324661423e+26,0.92,19 16 27,+51 44 15,['Kepler-682 b'],,0,[],1,nan
Kepler-683,G,0.95,5703.0,,0.8842628121081327,1.2739129979513064,#fff4ea,-0.03,3.2906174917261606e+26,0.96,19 25 46,+37 54 20,['Kepler-683 b'],,0,[],1,nan
Kepler-684,G,0.86,5493.0,,0.7426234550202014,1.069860293772091,#fff4ea,-0.11,2.3208763528981147e+26,0.89,19 23 29,+38 16 25,['Kepler-684 b'],,0,[],1,nan
Kepler-685,G,1.16,5963.0,,1.1804256026675095,1.7005798477124654,#fff4ea,0.15,5.863972444627483e+26,1.11,19 35 29,+38 25 23,['Kepler-685 b'],,0,[],1,nan
Kepler-686,G,0.92,5649.0,,0.8401986693499676,1.21043200176491,#fff4ea,-0.07,2.970835867813356e+26,0.94,19 00 51,+39 01 39,['Kepler-686 b'],,0,[],1,nan
Kepler-687,K,0.73,4841.0,,0.4896029636233876,0.7053463864530843,#ffd2a1,-0.04,1.00879461623106e+26,0.77,19 17 16,+39 09 12,['Kepler-687 b'],,0,[],1,nan
Kepler-688,G,0.96,5715.0,,0.8973352223417911,1.2927457624678953,#fff4ea,0.02,3.388629677160618e+26,0.98,19 38 37,+39 18 30,['Kepler-688 b'],,0,[],1,nan
Kepler-689,G,0.88,5518.0,,0.7668264367794531,1.1047283133586911,#fff4ea,-0.01,2.4746217965245286e+26,0.91,19 38 51,+39 31 18,['Kepler-689 b'],,0,[],1,nan
Kepler-69,G,0.93,5638.0,591.74,0.8460267680322551,1.2188282506663066,#fff4ea,-0.29,3.0121936472794563e+26,0.81,19 33 02,+44 52 08,"['Kepler-69 b', 'Kepler-69 c']",1929.0724,1,['Kepler-69 c'],2,-563.9384735057922 -1081.6894974402246 1495.597890905694
Kepler-690,G,1.16,5913.0,,1.1607127627533989,1.6721805498462017,#fff4ea,0.19,5.669753783045175e+26,1.11,19 37 58,+39 46 17,['Kepler-690 b'],,0,[],1,nan
Kepler-691,K,0.5,3715.0,,0.19748706391594195,0.28450968898033235,#ffd2a1,0.04,1.6413151796262522e+25,0.53,19 15 15,+40 02 00,['Kepler-691 b'],,0,[],1,nan
Kepler-692,G,0.86,5440.0,,0.7283619722516552,1.0493144922070603,#fff4ea,-0.01,2.2325911881733407e+26,0.9,19 39 06,+40 09 13,['Kepler-692 b'],,0,[],1,nan
Kepler-693,K,0.72,4881.0,,0.4909091470399907,0.7072281392638263,#ffd2a1,-0.1,1.0141844057762624e+26,0.76,18 53 01,+40 21 30,['Kepler-693 b'],,0,[],1,nan
Kepler-694,G,0.95,5700.0,,0.8833327434771199,1.272573094811866,#fff4ea,0.0,3.2836989816518116e+26,0.97,19 24 36,+40 25 14,['Kepler-694 b'],,0,[],1,nan
Kepler-695,K,0.8,5181.0,,0.6145655107905107,0.8853736486125999,#ffd2a1,-0.01,1.5894652889287366e+26,0.84,19 57 16,+40 49 21,['Kepler-695 b'],,0,[],1,nan
Kepler-696,G,1.08,5903.0,,1.077011484923831,1.5515963249843503,#fff4ea,0.07,4.881523100881206e+26,1.06,19 33 59,+41 08 15,['Kepler-696 b'],,0,[],1,nan
Kepler-697,G,0.88,5513.0,,0.7654373845570525,1.1027271756237114,#fff4ea,-0.01,2.465664709350339e+26,0.92,18 55 27,+41 20 47,['Kepler-697 b'],,0,[],1,nan
Kepler-698,G,0.91,5612.0,,0.8202150420383142,1.1816425941024549,#fff4ea,-0.03,2.831197323576476e+26,0.94,19 14 02,+41 18 06,['Kepler-698 b'],,0,[],1,nan
Kepler-699,G,0.78,5330.0,,0.6341617349276822,0.9136049439891348,#fff4ea,-0.26,1.69244571056205e+26,0.81,19 47 33,+41 23 46,['Kepler-699 b'],,0,[],1,nan
Kepler-7,F,1.96,6027.0,,2.0375555926947717,2.935403952354421,#f8f7ff,0.1,1.7471637627915974e+27,1.32,19 14 20,+41 05 23,['Kepler-7 b'],,0,[],1,nan
Kepler-700,G,0.96,5692.0,1061.0,0.8901271103904231,1.2823613977973465,#fff4ea,0.04,3.334407980667561e+26,0.98,19 08 37.032,+41 33 56.84,['Kepler-700 b'],3458.86,0,[],1,768.9913783854844 2473.2101258735242 -2295.0116511046253
Kepler-701,G,0.84,5343.0,,0.6862789008191398,0.9886875259279004,#fff4ea,0.0,1.982056242829982e+26,0.88,19 15 59,+41 37 60,['Kepler-701 b'],,0,[],1,nan
Kepler-702,G,0.86,5419.0,,0.7227494433335684,1.0412288038322628,#fff4ea,0.0,2.1983164591321686e+26,0.9,19 35 31,+41 39 42,['Kepler-702 b'],,0,[],1,nan
Kepler-703,F,1.27,6185.0,,1.3903820151602306,2.0030535005850187,#f8f7ff,0.05,8.13547589796624e+26,1.18,19 56 45,+41 44 34,['Kepler-703 b'],,0,[],1,nan
Kepler-704,G,0.96,5616.0,,0.8665157158771337,1.2483456482279105,#fff4ea,0.09,3.159858008442198e+26,0.97,18 53 16,+41 50 14,['Kepler-704 b'],,0,[],1,nan
Kepler-705,K,0.51,3722.0,,0.2021966361977846,0.2912945331041367,#ffd2a1,0.07,1.7205311203237997e+25,0.53,19 18 02,+41 48 44,['Kepler-705 b'],,0,[],1,nan
Kepler-706,G,0.84,5394.0,,0.699442766062924,1.0076520450818345,#fff4ea,-0.06,2.0588231626238365e+26,0.87,19 27 02,+41 56 39,['Kepler-706 b'],,0,[],1,nan
Kepler-707,K,0.76,5099.0,,0.5655026296630141,0.8146912212511579,#ffd2a1,-0.12,1.3458105777804908e+26,0.8,19 20 02,+42 06 59,['Kepler-707 b'],,0,[],1,nan
Kepler-708,G,0.96,5692.0,,0.8901271103904231,1.2823613977973465,#fff4ea,0.01,3.334407980667561e+26,0.97,19 35 16,+42 12 45,['Kepler-708 b'],,0,[],1,nan
Kepler-709,K,0.77,5071.0,,0.5666683527132428,0.8163706198703956,#ffd2a1,-0.08,1.3513647850630407e+26,0.8,19 28 25,+42 22 49,['Kepler-709 b'],,0,[],1,nan
Kepler-71,G,0.887,5543.0,918.88,0.7799457386726294,1.1236286323327758,#fff4ea,,2.5600205942909175e+26,0.9229999999999999,19 39 27,+46 17 09,['Kepler-71 b'],2995.5488,0,[],1,-1807.5462235248456 866.971673309918 2227.7929486483613
Kepler-710,G,0.91,5611.0,,0.8199227605111774,1.1812215187938675,#fff4ea,-0.04,2.829179903278104e+26,0.94,19 27 51,+42 41 46,['Kepler-710 b'],,0,[],1,nan
Kepler-711,G,0.8,5222.0,,0.6243307627837353,0.8994419564415597,#fff4ea,-0.04,1.6403788039412938e+26,0.84,19 49 50,+42 50 24,['Kepler-711 b'],,0,[],1,nan
Kepler-712,K,0.78,5148.0,,0.591592543869241,0.8522776495931003,#ffd2a1,-0.03,1.4728552370746327e+26,0.84,19 39 38,+42 56 07,"['Kepler-712 b', 'Kepler-712 c']",,0,[],2,nan
Kepler-713,G,0.99,5785.0,,0.9481846793229284,1.3660020198837224,#fff4ea,-0.03,3.783559319773011e+26,0.98,19 42 36,+43 01 47,['Kepler-713 b'],,0,[],1,nan
Kepler-714,G,1.12,5995.0,,1.151986554241876,1.6596091397479302,#fff4ea,0.04,5.584824112740534e+26,1.09,18 50 48,+43 16 22,['Kepler-714 b'],,0,[],1,nan
Kepler-715,G,1.04,5871.0,,1.02590822721797,1.4779744296182578,#fff4ea,0.02,4.4292654130850876e+26,1.04,18 54 31,+43 22 46,['Kepler-715 b'],,0,[],1,nan
Kepler-716,K,0.78,5099.0,,0.5803842778120408,0.836130463915662,#ffd2a1,0.0,1.4175747152383147e+26,0.83,19 21 34,+43 21 50,['Kepler-716 b'],,0,[],1,nan
Kepler-717,G,0.85,5485.0,,0.7318518957013483,1.05434224954746,#fff4ea,-0.12,2.254037225104059e+26,0.88,19 31 52,+43 20 47,['Kepler-717 b'],,0,[],1,nan
Kepler-718,F,1.3,6191.0,,1.4259883351169709,2.0543497364789207,#f8f7ff,0.06,8.55749444070414e+26,1.18,19 58 15,+43 30 13,['Kepler-718 b'],,0,[],1,nan
Kepler-719,G,0.98,5777.0,,0.936012876696612,1.3484667154902292,#fff4ea,-0.02,3.687044052568354e+26,0.99,19 42 09,+43 53 04,['Kepler-719 b'],,0,[],1,nan
Kepler-720,G,0.92,5618.0,,0.8310024604503229,1.1971834857256534,#fff4ea,0.0,2.9061585161629472e+26,0.95,19 54 33,+44 10 15,['Kepler-720 b'],,0,[],1,nan
Kepler-721,K,0.78,5075.0,,0.5749336241159211,0.8282779810386942,#ffd2a1,-0.01,1.3910735620193899e+26,0.82,18 57 43,+44 28 50,['Kepler-721 b'],,0,[],1,nan
Kepler-722,G,1.05,5863.0,,1.0329519028533594,1.4881218991515333,#fff4ea,0.02,4.4902950620140904e+26,1.03,19 21 03,+44 33 23,"['Kepler-722 b', 'Kepler-722 c']",,0,[],2,nan
Kepler-723,G,0.89,5539.0,,0.7814545955760079,1.1258023666512869,#fff4ea,0.0,2.5699352354880922e+26,0.92,18 59 19,+44 39 29,['Kepler-723 b'],,0,[],1,nan
Kepler-724,G,0.86,5437.0,,0.727558853350388,1.0481574791638613,#fff4ea,-0.02,2.227670427023728e+26,0.9,19 33 49,+44 47 34,['Kepler-724 b'],,0,[],1,nan
Kepler-725,G,0.84,5363.0,,0.6914262962576709,0.9961031198723151,#fff4ea,-0.01,2.01190034443528e+26,0.88,18 55 55,+44 48 42,['Kepler-725 b'],,0,[],1,nan
Kepler-726,G,0.85,5452.0,,0.7230721469027794,1.0416937066481158,#fff4ea,-0.09,2.200279969299463e+26,0.88,19 26 52,+44 53 14,['Kepler-726 b'],,0,[],1,nan
Kepler-727,G,0.86,5441.0,,0.7286297770006573,1.0497003050513816,#fff4ea,-0.01,2.234233252046728e+26,0.89,19 39 23,+45 02 04,['Kepler-727 b'],,0,[],1,nan
Kepler-728,G,0.93,5660.0,,0.8526422000729009,1.2283587711724795,#fff4ea,-0.03,3.059484990034012e+26,0.95,19 24 22,+45 06 56,['Kepler-728 b'],,0,[],1,nan
Kepler-729,G,0.91,5633.0,,0.8263649860128051,1.1905025093431494,#fff4ea,-0.05,2.873812930960328e+26,0.94,19 05 26,+45 24 51,['Kepler-729 b'],,0,[],1,nan
Kepler-730,G,1.01,5726.0,,0.9477091500740166,1.3653169487908303,#fff4ea,0.07,3.779765244632983e+26,1.0,19 02 13,+45 34 44,['Kepler-730 b'],,0,[],1,nan
Kepler-731,G,1.06,5849.0,,1.0378154232431869,1.4951285285784015,#fff4ea,0.04,4.5326785529378916e+26,1.03,19 45 34,+45 34 07,['Kepler-731 b'],,0,[],1,nan
Kepler-732,M,0.46,3631.0,,0.17356467606304973,0.2500459069343842,#ffcc6f,-0.01,1.267760931513473e+25,0.49,18 54 56,+45 57 32,"['Kepler-732 b', 'Kepler-732 c']",,0,[],2,nan
Kepler-733,G,0.86,5418.0,,0.7224827215189432,1.0408445511170794,#fff4ea,0.01,2.196694235082303e+26,0.9,19 32 04,+45 54 53,['Kepler-733 b'],,0,[],1,nan
Kepler-734,G,0.78,5326.0,,0.6332102545891419,0.9122341940786282,#fff4ea,-0.17,1.6873709144002326e+26,0.85,19 48 11,+46 01 39,['Kepler-734 b'],,0,[],1,nan
Kepler-735,K,0.8,5107.0,,0.5971352584349149,0.860262759938646,#ffd2a1,0.07,1.5005833053214755e+26,0.85,18 58 45,+46 10 20,['Kepler-735 b'],,0,[],1,nan
Kepler-736,G,0.81,5217.0,,0.6309249542571175,0.9089418767298438,#fff4ea,0.03,1.675213212512023e+26,0.86,19 01 34,+46 10 51,['Kepler-736 b'],,0,[],1,nan
Kepler-737,K,0.48,3813.0,,0.1997219788944752,0.28772941868227675,#ffd2a1,-0.24,1.6786741426585654e+25,0.51,19 27 27,+46 25 45,['Kepler-737 b'],,0,[],1,nan
Kepler-738,G,0.82,5327.0,,0.6659325734856348,0.9593755945701512,#fff4ea,-0.09,1.866273102673748e+26,0.86,19 10 17,+46 34 04,['Kepler-738 b'],,0,[],1,nan
Kepler-739,G,0.9,5601.0,,0.8080247571220925,1.1640806632026566,#fff4ea,-0.08,2.7476664733150055e+26,0.93,19 20 16,+46 34 45,['Kepler-739 b'],,0,[],1,nan
Kepler-74,,1.12,6000.0,1330.0,1.1539089344736837,1.662378616345578,,0.42,5.6034790413506794e+26,1.18,19 32 22,+41 21 20,['Kepler-74 b'],4335.799999999998,0,[],1,2276.6670078577854 3011.895980855146 -2135.9948200620033
Kepler-740,G,0.87,5438.0,,0.7362896093849685,1.0607354406500826,#fff4ea,0.03,2.2814556103979462e+26,0.91,19 05 56,+46 41 33,['Kepler-740 b'],,0,[],1,nan
Kepler-741,F,1.24,6129.0,,1.3330668858889778,1.9204824740099693,#f8f7ff,0.07,7.47856996041945e+26,1.16,19 17 44,+46 37 03,['Kepler-741 b'],,0,[],1,nan
Kepler-742,K,0.71,4642.0,,0.4378442326980151,0.630780183758095,#ffd2a1,0.07,8.06777814205398e+25,0.76,18 55 28,+46 47 23,['Kepler-742 b'],,0,[],1,nan
Kepler-743,G,0.85,5486.0,,0.7321187757777892,1.054726730262488,#fff4ea,0.01,2.2556814575333e+26,0.94,19 42 18,+42 48 23,['Kepler-743 b'],,0,[],1,nan
Kepler-744,G,0.93,5594.0,,0.8328731952440558,1.1998785593359238,#fff4ea,0.0,2.9192578065933594e+26,0.94,19 45 59,+47 10 58,['Kepler-744 b'],,0,[],1,nan
Kepler-745,G,1.04,5849.0,,1.0182340001631267,1.4669185563410732,#fff4ea,0.06,4.363247706352459e+26,1.04,19 25 59.9,+37 03 33,['Kepler-745 b'],,0,[],1,nan
Kepler-746,G,0.93,5418.0,,0.7812894546658341,1.1255644564405631,#fff4ea,0.09,2.568849167012824e+26,0.91,19 22 44,+37 21 18,['Kepler-746 b'],,0,[],1,nan
Kepler-747,K,0.78,5096.0,,0.5797015397735119,0.8351468775321023,#ffd2a1,-0.03,1.4142415342396572e+26,0.82,19 13 40,+41 01 47,['Kepler-747 b'],,0,[],1,nan
Kepler-748,G,1.1,5934.0,,1.1085078723088992,1.5969715875521504,#fff4ea,0.08,5.17121081752583e+26,1.07,19 29 03,+37 14 13,['Kepler-748 b'],,0,[],1,nan
Kepler-749,K,0.75,5009.0,,0.538535502837954,0.775841036770433,#ffd2a1,-0.11,1.2205156669828082e+26,0.79,19 59 35,+43 54 14,['Kepler-749 b'],,0,[],1,nan
Kepler-75,,0.89,5200.0,1140.0,0.688727947754709,0.992215744779914,,0.3,1.996227769861792e+26,0.91,19 24 33,+36 34 39,['Kepler-75 b'],3716.4,0,[],1,-830.3166946900465 1384.6832118973439 -3349.344878217681
Kepler-750,F,1.23,6160.0,,1.3357265189155865,1.924314073661096,#f8f7ff,0.03,7.50844106984871e+26,1.15,19 16 23,+44 00 16,"['Kepler-750 b', 'Kepler-750 c']",,0,[],2,nan
Kepler-751,G,0.84,5387.0,,0.6976285567804672,1.0050384049351728,#fff4ea,-0.06,2.04815669442976e+26,0.87,19 39 23,+44 04 40,['Kepler-751 b'],,0,[],1,nan
Kepler-752,G,0.83,5373.0,,0.6857452153612561,0.987918672107174,#fff4ea,-0.08,1.978974745512364e+26,0.87,19 29 04,+37 57 20,['Kepler-752 b'],,0,[],1,nan
Kepler-753,K,0.65,4346.0,,0.35135311901614585,0.5061767825770176,#ffd2a1,-0.03,5.195200418099801e+25,0.68,19 27 37,+37 54 08,['Kepler-753 b'],,0,[],1,nan
Kepler-754,G,1.08,5935.0,,1.088720034037802,1.5684642433217495,#fff4ea,0.05,4.9882373416668845e+26,1.06,19 33 01,+37 50 46,['Kepler-754 b'],,0,[],1,nan
Kepler-755,K,0.77,5043.0,,0.5604278048509405,0.8073801761615041,#ffd2a1,-0.01,1.3217643313827992e+26,0.82,19 47 27,+41 05 50,"['Kepler-755 b', 'Kepler-755 c']",,0,[],2,nan
Kepler-756,G,0.79,5282.0,,0.6307756177782423,0.9087267351690972,#fff4ea,-0.19,1.674420278791943e+26,0.82,19 22 26,+41 12 04,['Kepler-756 b'],,0,[],1,nan
Kepler-757,F,1.13,6014.0,,1.1696510192028948,1.6850574467530033,#f8f7ff,0.02,5.757411713442309e+26,1.08,19 46 43,+41 23 11,['Kepler-757 b'],,0,[],1,nan
Kepler-758,F,1.42,6228.0,,1.5762916128151694,2.270884115707125,#f8f7ff,-0.1,1.0456535334657894e+27,1.16,19 32 20,+41 08 08,"['Kepler-758 b', 'Kepler-758 c', 'Kepler-758 d', 'Kepler-758 e']",,0,[],4,nan
Kepler-759,G,1.04,5860.0,,1.0220675123041318,1.4724413046432299,#fff4ea,0.06,4.396163616974529e+26,1.04,19 20 32,+41 22 53,['Kepler-759 b'],,0,[],1,nan
Kepler-76,F,1.32,6409.0,,1.5516918781282392,2.2354445141150108,#f8f7ff,-0.1,1.0132710945272514e+27,1.2,19 36 46,+39 37 08,['Kepler-76 b'],,0,[],1,nan
Kepler-760,G,0.85,5322.0,,0.6890007247293629,0.9926087208598704,#fff4ea,0.08,1.997809331363964e+26,0.89,19 10 22,+44 10 46,"['Kepler-760 b', 'Kepler-760 c']",,0,[],2,nan
Kepler-761,G,0.93,5706.0,,0.8665577202229002,1.2484061617780786,#fff4ea,-0.09,3.160164364075262e+26,0.95,19 22 01,+44 08 37,['Kepler-761 b'],,0,[],1,nan
Kepler-762,G,1.08,5944.0,,1.0920244686295926,1.5732247761856455,#fff4ea,0.02,5.018563446088823e+26,1.06,19 25 06,+47 19 46,['Kepler-762 b'],,0,[],1,nan
Kepler-763,K,0.8,5166.0,,0.6110120894378324,0.8802544130342287,#ffd2a1,0.01,1.5711378322186042e+26,0.84,19 28 35,+47 09 26,['Kepler-763 b'],,0,[],1,nan
Kepler-764,G,0.89,5557.0,,0.786541809168802,1.1331312596347711,#fff4ea,-0.06,2.6035043368016097e+26,0.92,19 49 34,+47 09 53,['Kepler-764 b'],,0,[],1,nan
Kepler-765,G,1.06,5901.0,,1.056350657878634,1.52183130969602,#fff4ea,0.04,4.696030339642561e+26,1.05,18 52 44,+47 09 20,['Kepler-765 b'],,0,[],1,nan
Kepler-766,G,1.15,5992.0,,1.1816598032872558,1.7023578985250132,#fff4ea,0.09,5.8762410737023516e+26,1.1,19 32 44,+37 58 11,['Kepler-766 b'],,0,[],1,nan
Kepler-767,G,0.94,5694.0,,0.8721953998912301,1.2565280835748904,#fff4ea,-0.05,3.2014171229103964e+26,0.96,19 26 19,+38 02 09,['Kepler-767 b'],,0,[],1,nan
Kepler-768,K,0.78,5108.0,,0.5824349027730799,0.8390846962502359,#ffd2a1,-0.03,1.4276096165583472e+26,0.82,19 36 28,+38 23 37,['Kepler-768 b'],,0,[],1,nan
Kepler-769,F,1.28,6186.0,,1.4017830798823778,2.0194784416106417,#f8f7ff,0.06,8.269443932130794e+26,1.19,19 30 51,+38 21 30,"['Kepler-769 b', 'Kepler-769 c']",,0,[],2,nan
Kepler-77,G,0.99,5520.0,570.0,0.863305211533161,1.2437204359519178,#fff4ea,0.2,3.136486373796416e+26,0.95,19 18 25,+44 20 44,['Kepler-77 b'],1858.2,0,[],1,1455.8404457516704 948.8884089149294 660.5758964336059
Kepler-770,G,0.92,5598.0,,0.8250962783073009,1.1886747459061806,#fff4ea,-0.01,2.8649954475950838e+26,0.94,19 05 58,+38 22 30,"['Kepler-770 b', 'Kepler-770 c', 'Kepler-770 d']",,0,[],3,nan
Kepler-771,G,1.05,5906.0,,1.04815907037269,1.5100301012150268,#fff4ea,0.01,4.623480961800906e+26,1.03,19 09 47,+38 05 18,['Kepler-771 b'],,0,[],1,nan
Kepler-772,G,1.11,5714.0,,1.037180787638613,1.4942142409542258,#fff4ea,0.03,4.527136681824257e+26,0.98,19 25 42,+38 12 60,['Kepler-772 b'],,0,[],1,nan
Kepler-773,G,1.01,5850.0,,0.9892000246807012,1.425090766861741,#fff4ea,0.05,4.1179675205324345e+26,1.04,19 23 32,+38 03 27,['Kepler-773 b'],,0,[],1,nan
Kepler-774,F,2.42,6403.0,,2.8394444859925883,4.0906449848812505,#f8f7ff,0.04,3.3929811294967144e+27,1.57,19 24 08,+38 12 43,['Kepler-774 b'],,0,[],1,nan
Kepler-775,G,0.84,5468.0,,0.718765644284231,1.0354895447334005,#fff4ea,-0.04,2.1741489831432754e+26,0.92,19 25 44,+41 42 12,['Kepler-775 b'],,0,[],1,nan
Kepler-776,K,0.78,5071.0,,0.574027681969259,0.8269728357128683,#ffd2a1,0.05,1.38669309366226e+26,0.83,19 09 05,+41 38 08,['Kepler-776 b'],,0,[],1,nan
Kepler-777,K,0.56,4043.0,,0.2619669611480239,0.3774026367168577,#ffd2a1,-0.17,2.8880700602369363e+25,0.58,18 50 54,+44 20 47,['Kepler-777 b'],,0,[],1,nan
Kepler-778,K,0.77,5102.0,,0.5736178353804766,0.8263823903277785,#ffd2a1,-0.09,1.3847136471575304e+26,0.81,19 09 55,+44 14 15,['Kepler-778 b'],,0,[],1,nan
Kepler-779,K,0.44,3804.0,,0.1822152434399408,0.26250834465106554,#ffd2a1,-0.43,1.3972820855846506e+25,0.46,19 02 31,+44 18 39,['Kepler-779 b'],,0,[],1,nan
Kepler-780,G,1.02,5769.0,,0.9715211558911429,1.3996217089847032,#fff4ea,0.05,3.972091135435281e+26,1.01,18 47 04,+44 17 33,['Kepler-780 b'],,0,[],1,nan
Kepler-781,K,0.78,5162.0,,0.5948145941710641,0.8569194955503668,#ffd2a1,-0.1,1.4889424476667351e+26,0.81,19 10 37,+47 24 53,['Kepler-781 b'],,0,[],1,nan
